page,pseudo,fbid,fbid#,nb,interactions,interactions/post,info?
WC BOOK,wcbook.fr,191183530940955,#191183530940955,124,134320,"1083,2",non
Révérend Nadia Jocktane,evequenadiajocktane,192923010886588,#192923010886588,124,132169,"1065,9",non
100% Rebelle,severiteitalya,100044225389876,#100044225389876,124,130577,1053,non
Boîte à Conneries,MrConneries,590752417777513,#590752417777513,124,126693,"1021,7",non
ACTU Pénitentiaire,actupenit,607722206101775,#607722206101775,124,117444,"947,1",non
Nicolas Daragon,nicolas.daragon.9,338799512899069,#338799512899069,124,113809,"917,8",non
Fans de l'AS Saint-Étienne,fans.de.as.saint.etienne,327559480595313,#327559480595313,124,113799,"917,7",non
Niort Info,NIORTinfo,1777831215847275,#1777831215847275,124,104135,"839,8",non
Accessible POUR TOUS,Accessible.POUR.TOUS,283057541837457,#283057541837457,124,103458,"834,3",non
Musée Rodin,museerodin,126901424030612,#126901424030612,124,96908,"781,5",non
Memes de Famille Nombreuse,MemesdeFamilleNombreuse,543161615802689,#543161615802689,124,88619,"714,7",non
Avec ou sans filtre,avecousansfiltre1,986719618193017,#986719618193017,124,70836,"571,3",non
Actus Télénovelas FR,ActusTelenovelasFROFF,367636946658041,#367636946658041,123,575247,"4676,8",non
Les Reines du Shopping,LesReinesDuShopping,542214822483727,#542214822483727,123,425866,"3462,3",non
Naissance mère'veilleuse,naissancemereveilleuse,159463331561099,#159463331561099,123,425418,"3458,7",non
Gendarmerie de la Seine-et-Marne,GGD77,299621956895424,#299621956895424,123,307784,"2502,3",non
Génération Sitcoms,generationsitcoms,1224395234321180,#1224395234321180,123,257979,"2097,4",non
Kôba Building,KOBABUILDINGOFFICIEL,100044426169551,#100044426169551,123,185943,"1511,7",non
Plus Belle La Vie,Pluusbellelaviie,267946879933373,#267946879933373,123,157724,"1282,3",non
L'humour au second degré,humour.au.second.degre,145325049564340,#145325049564340,123,155142,"1261,3",non
Chaque Jour Un Verset Du Coran,ChaqueJouurUnVerset,346814608851918,#346814608851918,123,152954,"1243,5",non
Le Télégramme Sports,letelegramme.sports,182384591880837,#182384591880837,123,152354,"1238,7",oui
Parler d'amour,Parlerdamour.fr,202397393238747,#202397393238747,123,148694,"1208,9",non
Dinard Émeraude Tourisme,DinardEmeraudeTourisme,348748158528568,#348748158528568,123,139053,"1130,5",non
Doigt de fée familly,doigtdefeeencuisine,129106970989277,#129106970989277,123,136227,"1107,5",non
L'Impartial (Eure),limpartialandelys,172731549458172,#172731549458172,123,127139,"1033,7",oui
Ouest-France Laval,OuestFranceLaval,1484733921778671,#1484733921778671,123,116202,"944,7",oui
Le Grand Réveil,legrandreveilfr,100158341656042,#100158341656042,123,115884,"942,1",non
Food For Thoughts A Freedom Thinker,afreedomthinker,107333700957565,#107333700957565,123,108983,886,non
Images Anciennes,lavietedonne,264434990373213,#264434990373213,123,90730,"737,6",non
Pet Alert Haute-Garonne 31,Pet.Alert.Fr.31,107760626038929,#107760626038929,123,76276,"620,1",non
ClipdeFilm,clipdefilm,1820847318180056,#1820847318180056,122,646485,"5299,1",non
Boulevard des Airs BDA,boulevarddesairs,100044563683775,#100044563683775,122,375960,"3081,6",non
Bader Benlekehal,baderbenlekehal,402323689945369,#402323689945369,122,343516,"2815,7",non
Envoyé spécial,envoyespecial.france2,181507605233947,#181507605233947,122,313960,"2573,4",non
Ladurée,MaisonLaduree,200116946675645,#200116946675645,122,297820,"2441,1",non
Bienvenue en France,bienvenueenfr,337265713612151,#337265713612151,122,280216,"2296,9",non
Bixente Lizarazu,BixeLizarazu,100044574033153,#100044574033153,122,248319,"2035,4",non
Movie Cars Central,MovieCarsCentral,129649347156623,#129649347156623,122,235143,"1927,4",non
Pays Basque,paysbasque.officiel,33129112942,#33129112942,122,185163,"1517,7",non
STIHL,stihlFRA,416305035383636,#416305035383636,122,182960,"1499,7",non
Aéroport Bergerac Dordogne Périgord,aeroportbergerac.dordogneperigord,268927989971830,#268927989971830,122,181572,"1488,3",non
HDP - Histoires de Pompiers,HDP.pompiers,781197338618666,#781197338618666,122,156253,"1280,8",non
Le Pèlerin,LePelerin.Hebdo,109369817528,#109369817528,122,147772,"1211,2",non
Médias du Cameroun,mediasducameroun,359796134887768,#359796134887768,122,142607,"1168,9",non
Utrail,Utrail,375496845834795,#375496845834795,122,139574,1144,non
Aubade Paris,aubadeparis,130601958324,#130601958324,122,135700,"1112,3",non
Rewild,Rewild.rescue,105670884144757,#105670884144757,122,132573,"1086,7",non
Capital santé by EMEtv,capitalsantebyeme,1369322403090410,#1369322403090410,122,128109,"1050,1",non
Midi Libre Nîmes,NimesMidiLibre,146292368880932,#146292368880932,122,127429,"1044,5",oui
En Avant Guingamp,enavantguingampofficiel,140606675990988,#140606675990988,122,121842,"998,7",non
Gwokaradio,gwokaradio,101033813324246,#101033813324246,122,120588,"988,4",non
Girondins de Bordeaux Actu,GirondinsDeBordeauxActu,208130279367845,#208130279367845,122,107415,"880,5",non
First Team,FirstTeam101,1242020595839580,#1242020595839580,122,101276,"830,1",non
Collectif Palestine Vaincra,CollectifPalestineVaincra,381355942066126,#381355942066126,122,98526,"807,6",non
𝓒𝐡𝐫𝐢𝐬𝐭 𝓓𝐮𝐫𝐚𝐧𝐭 🅞🅕🅕,Christouneuh,100044197371111,#100044197371111,122,97394,"798,3",non
Inform'Action,asso.informaction,323752117705655,#323752117705655,122,96795,"793,4",non
Praline and Cie,pralineandcie,952246608277989,#952246608277989,122,90289,"740,1",non
PET ALERT Rhône 69,Pet.Alert.Fr.69,472901692728687,#472901692728687,122,84918,696,non
Météo Seine-Maritime,meteo76,351319064984542,#351319064984542,122,83580,"685,1",non
Philippe Etchebest,Chef.Etchebest,379375782138889,#379375782138889,121,1765961,"14594,7",non
Le coin des motards,LeCoinDesMotardsLCDM,471184016269118,#471184016269118,121,1156078,"9554,4",non
COPA BARRY Officiel,boubacarcopabarry,100050324087032,#100050324087032,121,946904,"7825,7",non
ABsolument Dorothée,absolument.dorothee,192437697437474,#192437697437474,121,495542,"4095,4",non
Gérardmer Tourisme,Tourisme.Gerardmer,101687569962646,#101687569962646,121,367420,"3036,5",non
Le Manège à Bijoux E.Leclerc,LeManegeABijoux,358091190954262,#358091190954262,121,309969,"2561,7",non
Esprit Handball Caisse d'Epargne,EspritHandball,295732150604012,#295732150604012,121,263624,"2178,7",non
Cauterets,Cauterets,172498086094819,#172498086094819,121,250065,"2066,7",non
La Minute Verte,laminuteverteofficielle,1003338859790459,#1003338859790459,121,188005,"1553,8",non
Alphie Cuisine,alphie.cuisine,255537977974740,#255537977974740,121,187194,"1547,1",non
As-tu connu ?,astuconnu,263925860388811,#263925860388811,121,160523,"1326,6",non
Mosaïk Cristal,MosaikCristal,373212483148,#373212483148,121,157504,"1301,7",non
Gendarmerie de la Haute-Garonne,GGD31,1449228932041302,#1449228932041302,121,156977,"1297,3",non
Momandtesteuse,momandtesteuse,2262237960677071,#2262237960677071,121,155109,"1281,9",non
K D,C.KaderDiarrassouba,231600577627763,#231600577627763,121,153532,"1268,9",non
HDC (Haras des Coudrettes),HDCoudrettes,125878250801294,#125878250801294,121,140087,"1157,7",non
Epinal Infos,Epinalinfos,364665833604853,#364665833604853,121,120050,"992,1",non
CSO de merde,csodm,422576684518929,#422576684518929,121,116513,"962,9",non
HOP'TOYS,hoptoys.jeux.jouets.enfant.handicap,150977011984,#150977011984,121,116395,"961,9",non
Osez le féminisme !,osezlefeminisme,104412054509,#104412054509,121,111861,"924,5",non
Le JSL Mâcon,LeJSLMacon,390606924349249,#390606924349249,121,104385,"862,7",oui
Charles Ange Ginesy,CAGinesy,100044139983969,#100044139983969,121,96202,"795,1",non
Zone Militaire,zonemilitaire,92574929249,#92574929249,121,73626,"608,5",non
Pet Alert Loiret 45,Pet.Alert.Fr.45,483942031635041,#483942031635041,121,72823,"601,8",non
Virginie Grimaldi,grimaldivirginie,100044406520202,#100044406520202,120,1045137,"8709,5",non
C'est Canteloup,CCanteloup.tf1,437504053022570,#437504053022570,120,524037,4367,non
ParaFox TV,ParaFoxTV,1511754442476393,#1511754442476393,120,408889,"3407,4",non
Le Guide du PSG,GuideduPSG,279993695862367,#279993695862367,120,375724,3131,non
Vis ma vie de Coiffeur,vismaviedecoiffeur,1525481294364740,#1525481294364740,120,334888,"2790,7",non
AICHA Kamoise,TheAichaKamoise,600697426630053,#600697426630053,120,305565,"2546,4",non
Pour les sourires de Robin,pourlessouriresderobin,1565106163787136,#1565106163787136,120,295529,"2462,7",non
FFE - Fédération Française d'Equitation,FFEquitation,446685542105059,#446685542105059,120,273511,"2279,3",non
Habitatpresto,Habitatpresto,119356588136620,#119356588136620,120,224676,"1872,3",non
BFM Lyon,BFMLyon,149720398400279,#149720398400279,120,186481,1554,oui
Ornithomedia,ornithomedia,113817548681220,#113817548681220,120,176255,"1468,8",non
Plume d'histoire,Plumedhistoire,100044474377910,#100044474377910,120,160760,"1339,7",non
Normandie Impressionniste,festivalni,173800808210,#173800808210,120,149806,"1248,4",non
Amandine Creusot - Tornade#41,Amandine.Creusot.Page.Pilote.Tornade41,100044405407204,#100044405407204,120,149373,"1244,8",non
Sylvia Bongo Ondimba,sbongoondimba,155356889540,#155356889540,120,139016,"1158,5",non
Bredele,bredele,194469170646623,#194469170646623,120,135256,"1127,1",non
Quelque Chose De Tennessee,johnnydidier01GE,193459759491,#193459759491,120,134100,"1117,5",non
Combat Monsanto (officiel),Combat.Monsanto.officiel,136071526429368,#136071526429368,120,133738,"1114,5",non
Je ne te serre pas la main,jeneteserrepaslamain,1708941472700668,#1708941472700668,120,131089,"1092,4",non
Rouge & Bleu,RougeEtBleu75,297259567094124,#297259567094124,120,125121,"1042,7",non
Pas vu à la tv,pavualatv,570089379669995,#570089379669995,120,116513,"970,9",non
"Infirmiers.com, le site de la communauté infirmier infirmière",infirmierscom,212839266489,#212839266489,120,114379,"953,2",non
Frédéric Bierry,bierryfrederic,1429602574017065,#1429602574017065,120,112507,"937,6",non
The Art of David Gilson,artofdavidgilson,100044556814285,#100044556814285,120,101743,"847,9",non
Coeurs de Guerrières,CoeursdeGuerrieres,1354356234675880,#1354356234675880,120,101295,"844,1",non
FARM Connexion,farmconnexion,117691375613932,#117691375613932,120,78626,"655,2",non
Monsieur Le Prof,bongeourre,332942126862319,#332942126862319,119,501841,"4217,2",non
Golden,GoldenMoustache,216202218478999,#216202218478999,119,411662,"3459,3",non
Egiane - Portraits et Portraits animaliers,egiane.portraits,100050288178055,#100050288178055,119,279424,"2348,1",non
OM People,lesupportermarseillais1993,819099121511582,#819099121511582,119,274765,"2308,9",non
Baboo Music,labelbaboomusic,292179180935018,#292179180935018,119,241774,"2031,7",non
Noirs Qui S'aiment,NoirsQuiSaiment,111456480324190,#111456480324190,119,220327,"1851,5",non
François Delecour,FDelecour,100044328044799,#100044328044799,119,211037,"1773,4",non
Normandie-actu,Normandieactu,469472779857298,#469472779857298,119,203104,"1706,8",oui
Santa Muerte Paris,SantaMuerteParis,1388010374582306,#1388010374582306,119,196848,"1654,2",non
Gilets Jaunes Officiel �,Giletsjaunesoff,1459188877548748,#1459188877548748,119,177361,"1490,4",non
L'empêcheuse de penser en rond,lempecheuse,1595560430709585,#1595560430709585,119,153963,"1293,8",non
Aude Pays Cathare,audetourisme,268173316553578,#268173316553578,119,153729,"1291,8",non
Aka Seul Two,akaseultwo02,1527801817432641,#1527801817432641,119,143878,"1209,1",non
Littoral FM,LittoralFM,148569318502264,#148569318502264,119,124674,"1047,7",non
Le Républicain Lorrain Sarreguemines-Bitche,RepublicainLorrainSarreguemines,388838181232531,#388838181232531,119,101947,"856,7",oui
Ville de Tours,tours.fr,123791941015321,#123791941015321,119,95713,"804,3",non
SOS Adoptions et Sauvetages chiens chats,sosanimauxasauver,412604392185843,#412604392185843,119,93110,"782,4",non
Debout La France 06,deboutlafrance.alpesmaritimes.3,449375581877678,#449375581877678,119,69376,583,non
Avec NDA,avectorre,571280129997021,#571280129997021,119,65245,"548,3",non
Citations et Humour,CitationsEtHumour,1927283550851007,#1927283550851007,118,593428,"5029,1",non
Laetitia Milot,laetitiamilot.lm,100044433909603,#100044433909603,118,548316,"4646,7",non
Sens et Symboles,sensetsymboles,136365583105887,#136365583105887,118,491901,"4168,7",non
Wenge Musica MM News,WengeMusicaMaisonMereNewsLive,100044368661964,#100044368661964,118,448177,"3798,1",non
WW France,WW.France,137788956237386,#137788956237386,118,328623,"2784,9",non
Génération 80's,Generation.80s.70s,439286479446863,#439286479446863,118,303920,"2575,6",non
Alpes de Haute-Provence Tourisme,alpesdehauteprovence,194273759038,#194273759038,118,269192,"2281,3",non
Première édition,PremiereEditionBFMTV,539674919756797,#539674919756797,118,225276,"1909,1",oui
Fil DROIT,fil.droit,224363267687339,#224363267687339,118,124352,"1053,8",non
Eliott - Photographe au coeur de l'action,PhotographiesSP,464835706979723,#464835706979723,118,115221,"976,4",non
Metropolys,RadioMetropolys,236160368707,#236160368707,118,103559,"877,6",non
Paul & Nathalie Officiel,paul.et.nathalie.officiel,295900744250810,#295900744250810,118,96071,"814,2",non
Palabre,Palabremedia,221284028369529,#221284028369529,118,83070,704,non
Julien Doré,juliendoreofficiel,100044556240971,#100044556240971,117,1945763,"16630,5",non
Ducati Fans France,Ducatifansfrance,1379298222301652,#1379298222301652,117,471712,"4031,7",non
A.G. photographe,AG.photographe,100582947693,#100582947693,117,365432,"3123,4",non
Ouest-France Angers,ofangers,155315394481160,#155315394481160,117,256562,"2192,8",oui
Les Voitures,LesVoitures.fr,121604194626717,#121604194626717,117,226755,"1938,1",non
Codes2couples,code2couple,111689486855895,#111689486855895,117,222413,1901,non
YZGeneration,YZGeneration,358016904258140,#358016904258140,117,196384,"1678,5",non
Astier Nicolas,AstierNicolasEventing,100044148414039,#100044148414039,117,188089,"1607,6",non
L'Orne Hebdo,OrneHebdo,160476629327,#160476629327,117,186452,"1593,6",oui
Sensation Bretagne,sensationbretagne,301468144804,#301468144804,117,139159,"1189,4",non
Parc zoologique de Paris,ParcZoologiqueDeParis,268503556593104,#268503556593104,117,135770,"1160,4",non
L'Orange Bleue Mon Coach Fitness,lorangebleuefrance,494635873985580,#494635873985580,117,131818,"1126,6",non
ADN,ADNanime,163110993879311,#163110993879311,117,130065,"1111,7",non
CULTURE BRETONNE & CELTIQUE,MMEURIC,202599096455416,#202599096455416,117,107383,"917,8",non
Geek,geekpage,68566330224,#68566330224,117,94472,"807,5",non
Yasmin Blossom - Floraison de l'âme et du cœur,Floraisondelameetducoeur,343350935689703,#343350935689703,117,77239,"660,2",non
Jean-Louis Aubert,jeanlouisaubertofficiel,8711105756,#8711105756,116,2274233,"19605,5",non
Food.Story,FoodStoryFR,634759217044738,#634759217044738,116,801020,"6905,3",non
Virginie Agniel - Les pastels de Vir : portraits animaliers et humains,lespastelsdevir,100044514156127,#100044514156127,116,459293,"3959,4",non
Inkulte,weloveinkulte,100057335483314,#100057335483314,116,416859,"3593,6",non
Le Puy en Velay Tourisme,officedetourisme.lepuyenvelay,1468534836724066,#1468534836724066,116,414930,3577,non
Le Monde des Chiens,lemondedeschiens.tv,102038011187383,#102038011187383,116,384530,"3314,9",non
Auchan Montivilliers,AUCHANMONTIVILLIERS,148322938525335,#148322938525335,116,270250,"2329,7",non
Visit Flanders FR,visitflandersfr,135916999809852,#135916999809852,116,268229,"2312,3",non
Sellig,sellig.officiel,100044489947061,#100044489947061,116,248859,"2145,3",non
RFM - Le Meilleur Des Reveils,Le.Meilleur.des.Reveils,151008988252149,#151008988252149,116,223853,"1929,8",non
Peugeot 205 GTI POWERS,club.gtipowers,143764499055121,#143764499055121,116,214191,"1846,5",non
Classic Passion 911,Classic911passion,1478967379090599,#1478967379090599,116,168179,"1449,8",non
ღ Un air de bonheur,1Isabelle,151744095480936,#151744095480936,116,158392,"1365,4",non
Orange Burkina,OrangeBurkina,183400158381734,#183400158381734,116,129249,"1114,2",non
BR Performance Luxembourg,BRPerformanceLuxembourg,513806258650802,#513806258650802,116,115416,995,non
Angers SCO,AngersSCO,17900277715,#17900277715,116,105682,"911,1",non
Sapeurs-pompiers de la Côte d'Or - SDIS 21,SDIS21,1503306169968331,#1503306169968331,116,95148,"820,2",non
Courrier Picard - édition de Haute-Somme,CourrierPicardHautePicardie,259595777465250,#259595777465250,116,89104,"768,1",oui
Le Meilleur de la Mode - LMDM,lemeilleurdelamode,142378112452889,#142378112452889,116,83330,"718,4",non
AU COEUR DU RCS,AUCOEURDURCS,456924951032778,#456924951032778,116,80489,"693,9",non
123pvc-alu,julie123pvcalu,1682883875332253,#1682883875332253,115,641127,5575,non
KIKANINAC,KIKANINAC,249174251784429,#249174251784429,115,598704,"5206,1",non
Invitation Au Voyage / Stadt Land Kunst,arteinvitationauvoyage,1180635995384762,#1180635995384762,115,565344,4916,non
Manga Mind,fbmangamind,1436378959801601,#1436378959801601,115,342870,"2981,5",non
Préfet de la région Hauts-de-France et du Nord,prefetnord,127001530652890,#127001530652890,115,179188,"1558,2",non
Toute l'Alsace,Toutelalsace,95284086496,#95284086496,115,170435,1482,non
Rebecca Hampton,rebeccahamptonofficiel,100044404330348,#100044404330348,115,140122,"1218,5",non
Tout le recyclage maison jardin et merveille de la nature,toutlerecyclagedelamaisondansmonjardin,570379679806418,#570379679806418,115,136847,1190,non
"David Forge, la Chaîne Agricole",chaineagricole,100044512176232,#100044512176232,115,118212,"1027,9",non
"Être breton, c'est un peu comme être un dieu, mais en mieux",dieubreton,927485527271874,#927485527271874,115,110891,"964,3",non
Edward Levy,EdwardLevy.cavalier,100044499276988,#100044499276988,115,110567,"961,5",non
Montagnes Magazine,MontagnesMag,144694942262474,#144694942262474,115,109964,"956,2",non
Sapeurs-pompiers du Gard,SapeursPompiersduGard,457783034377062,#457783034377062,115,107689,"936,4",non
En route pour Miss France - non officiel,EnRoutePourMissFrance,557500217727971,#557500217727971,115,100993,"878,2",non
Le Matin d'Algérie,lematindznet,188012751239933,#188012751239933,115,97982,852,non
Mummy Chamallow,mummychamallow,100044577303030,#100044577303030,115,96315,"837,5",non
"Soul and Sound, l'Audioblog Spirituel",SoulandSound.ElisabethMunier,100044601962082,#100044601962082,115,93843,816,non
Sportacaen.fr,sportacaen.fr,104058989630819,#104058989630819,115,78779,685,non
HARD FORCE,HARDFORCE,200467627591,#200467627591,115,76039,"661,2",non
Au Coeur Des Refuges,aucoeurdesrefuges,140150356406164,#140150356406164,114,1050252,"9212,7",non
Science & Vie TV,ScienceetvieTV,129266387098883,#129266387098883,114,747351,"6555,7",oui
Anne-Sophie Frigout,ASfrigout,416643052024668,#416643052024668,114,547013,"4798,4",non
Campings Capfun,Capfun,111753221341,#111753221341,114,484945,"4253,9",non
"Sébastien Loeb & Daniel Elena - ""Ma ligne de conduite""",SebLoebDanosElena,100044420829946,#100044420829946,114,221603,"1943,9",non
Citation d'amour Et D'autres Sujets,Citation.com.fr,1879145622400520,#1879145622400520,114,175644,"1540,7",non
Coeur Handisport,CoeurHandisport,184687308378551,#184687308378551,114,171542,"1504,8",non
Lippycorn,lippycorn,1700375900286803,#1700375900286803,114,155174,"1361,2",non
Ici tout commence,IciToutCommence.TF1,102552471506409,#102552471506409,114,155155,1361,non
Golfe du Morbihan,golfedumorbihan56,1158577077502085,#1158577077502085,114,152637,"1338,9",non
Montagnes du Jura,montagnesdujura,286771099307,#286771099307,114,143232,"1256,4",non
Trails Endurance Mag,TrailsEnduranceMag,173585411062,#173585411062,114,135055,"1184,7",non
Harlan Coben France,HarlanCobenFrance,100044471647892,#100044471647892,114,129866,"1139,2",non
Downshift.fr,downshift.fr,307991016279754,#307991016279754,114,129492,"1135,9",non
LoLFR,pagelolfr,208780459282820,#208780459282820,114,128487,"1127,1",non
Madame Clairon,MadameClairon,100044551744399,#100044551744399,114,126487,"1109,5",non
Brigade Anti-Sardinards France,BrigadeAntiSardinardsFrance,505920559922165,#505920559922165,114,121662,"1067,2",non
Mairie de Toulouse,Toulouse,118107084316,#118107084316,114,120315,"1055,4",non
PAUL MARIUS,paulmariusofficiel,175544025831712,#175544025831712,114,118758,"1041,7",non
Pépite Sexiste,pepitesexiste,1763717737023693,#1763717737023693,114,106127,"930,9",non
Miaoubox,Miaoubox,139200272885993,#139200272885993,114,105482,"925,3",non
CoD: Quartier Général - Call of Duty France,codqg,142734945785626,#142734945785626,114,104131,"913,4",non
Neo Africa,Tropik243,156541801551633,#156541801551633,114,102322,"897,6",non
Nordic Magazine,NordicMagazine.info,335492426548811,#335492426548811,114,95328,"836,2",non
Gossip.fr,gossiplesite,815022051847772,#815022051847772,114,95042,"833,7",non
Wildlife Angel,wildlifeangel,1626338680929107,#1626338680929107,114,92661,"812,8",non
Les forces brutes des champs,forcesbrutes,760241237432396,#760241237432396,114,90256,"791,7",non
Marine_illustrations,marineillustrations,100102784813043,#100102784813043,114,75141,"659,1",non
Chef Michel Dumas,chefmicheldumas,1588562448126817,#1588562448126817,113,2146181,"18992,8",non
Les Guignols,GuignolsInfo,108033369246988,#108033369246988,113,852120,"7540,9",non
Raphaël Enthoven,raphaelenthovenofficiel,100044404597239,#100044404597239,113,380638,"3368,5",non
Camille & Justine,camilletjustine,1085484741492879,#1085484741492879,113,368758,"3263,3",non
Association Mimi pour la vie,AssociationMimiPourLaVie,158636224669253,#158636224669253,113,347246,3073,non
Refuge Animalier de Landerneau,refugeanimalier.delanderneau,1586289891648017,#1586289891648017,113,340607,"3014,2",non
Skript.fr,Skriptfr,139870992883776,#139870992883776,113,334345,"2958,8",non
Poisson Fécond,PoissonFecond,240822255946610,#240822255946610,113,296590,"2624,7",non
Pureshopping,Pureshopping,119989641346642,#119989641346642,113,256115,"2266,5",non
Le Journal de Vitré,JournalVitre,128135363875956,#128135363875956,113,241845,"2140,2",oui
Touche pas à Zemmour,TouchepasZemmour,737371649687953,#737371649687953,113,212202,"1877,9",non
Commandos Marine,CdosMarine,1785600945025306,#1785600945025306,113,206126,"1824,1",non
OhaiMe-Passion.com,ompassion,173115916065122,#173115916065122,113,198993,1761,non
Yamaha Motor,YamahaMotorFrance,160124047232,#160124047232,113,162440,"1437,5",non
Activ Radio,ActivRadio,165790773442956,#165790773442956,113,155238,"1373,8",non
Ville de Nantes,nantes.fr,126460897426299,#126460897426299,113,155195,"1373,4",non
Recycleur,Recycleur1,2126388657432110,#2126388657432110,113,145629,"1288,8",non
Big City Life,BigCityLifeNantes,186437754858709,#186437754858709,113,145147,"1284,5",non
Les pailleux de France,pailleuxfrance,411366352346469,#411366352346469,113,122268,1082,non
Céline Tran,celinetranofficial,100044412846894,#100044412846894,113,112290,"993,7",non
La Dépêche du Tarn,ladepeche81,623993501086205,#623993501086205,113,110189,"975,1",oui
Les Teignes,onestdesteignes,518995038496945,#518995038496945,113,105556,"934,1",non
Run Baby Run,runbabyrunshoes,1477445975874170,#1477445975874170,113,104383,"923,7",non
Gang d'insoumises II,lgangdnsoumises2,1425989834214126,#1425989834214126,113,100459,889,non
Les potterheads ϟ Une communauté magique,soyonspotterhead,663478047003854,#663478047003854,113,98317,"870,1",non
Ville de Bergerac,villedebergerac,280491200140,#280491200140,113,98244,"869,4",non
Centres Paul Corteville - Association Chiens Guides d'Aveugles,Corteville.Chiens.Guides,106052709493918,#106052709493918,113,61777,"546,7",non
Et tout le monde s'en fout,ettoutlemondesenfout,284143585335176,#284143585335176,112,557244,"4975,4",non
Intermarché,IntermarcheFrance,366230539391,#366230539391,112,313469,"2798,8",non
MaliKa YerèYerè,malikayereyereofficielle,130680674412607,#130680674412607,112,275490,"2459,7",non
Sébastien Ogier,sebastien.ogier,181412151903451,#181412151903451,112,256310,"2288,5",non
SocialShopping,minutebuzzsocialshopping,508419692689434,#508419692689434,112,250069,"2232,8",non
Tu es breton et fier de l'être,Bretonsetfier,891843290832020,#891843290832020,112,234224,"2091,3",non
Patson Officiel,patsonyespapa,291548214243290,#291548214243290,112,232065,2072,non
InsectsHotel.com,InsectsHotel,1729001154042167,#1729001154042167,112,186048,"1661,1",non
Gwen Rose,leblogdegwenrose,391241331022630,#391241331022630,112,183557,"1638,9",non
Je suis un pilote,jesuisunpilotefr,303125320532845,#303125320532845,112,179357,"1601,4",non
TAGADA JONES (Officiel),tagadajonesofficiel,100044347753299,#100044347753299,112,138715,"1238,5",non
Nestelia Forest,nesteliaforestOfficiel,250111552075781,#250111552075781,112,125167,"1117,6",non
Tété,Tetemusic,100044495466956,#100044495466956,112,123012,"1098,3",non
GL,Gaetanlopezofficiiel,1472396922782533,#1472396922782533,112,120695,"1077,6",non
Capbreton Hossegor en images by Jean Mic Moné,capbretonhossegor,268967389879079,#268967389879079,112,120233,"1073,5",non
Sinsémilia,officiel.sinsemilia,283269241121,#283269241121,112,119369,"1065,8",non
La Cancalaise,LaCancalaiseMytilimer,1943736298985354,#1943736298985354,112,119090,"1063,3",non
Sécurité routière,routeplussure,159035550852689,#159035550852689,112,117899,"1052,7",non
Ville de Nîmes,ville2nimes,289290944603965,#289290944603965,112,116076,"1036,4",non
Média Jaune de Lorraine,MJdeLorraine,654028981681951,#654028981681951,112,102481,915,non
Ville de Toulon,villedetoulon,98650993698,#98650993698,112,96662,"863,1",non
Info241.com,info241,575950765803632,#575950765803632,112,88164,"787,2",non
Patrick Le Hyaric,lehyaric,100045022687743,#100045022687743,112,83218,743,non
The style,lesfoliesdepandzira,908714075855117,#908714075855117,111,1867950,"16828,4",non
J-Arts,j.artsculture,2264480136948789,#2264480136948789,111,617454,"5562,6",non
Fondation pour la Nature et l'Homme,FondationNH,54309785742,#54309785742,111,241185,"2172,8",non
Saint Malo Baie Mont Saint Michel Tourisme,SaintMalo.baieduMontStMichel.Tourisme,373982279292641,#373982279292641,111,169878,"1530,4",non
Deezer,deezerfr,318290861663543,#318290861663543,111,148472,"1337,6",non
Philippe Poutou,poutou.philippe,180203352032870,#180203352032870,111,140893,"1269,3",non
Le Livre de Poche,livredepoche,112397228802230,#112397228802230,111,136353,"1228,4",non
Ville de Lyon,villedelyon,454423524626636,#454423524626636,111,131717,"1186,6",non
APF France handicap,associationdesparalysesdefrance,252417390706,#252417390706,111,130422,1175,non
Cali Officiel,brunocali,7655491687,#7655491687,111,129105,"1163,1",non
Presse Océan,PresseOcean,283715565807,#283715565807,111,121869,"1097,9",oui
Respectons (association de protection animale),association.respectons,331811094834,#331811094834,111,117117,"1055,1",non
Notre-Dame de Chrétienté,ndchretiente,444283402412532,#444283402412532,111,112581,"1014,2",non
Rolling Stone France,RollingStoneFR,270264572517,#270264572517,111,110937,"999,4",oui
Meuse FM,MeuseFM,169552753101879,#169552753101879,111,110826,"998,4",non
Luana Belmondo,LuanaBelmondo.officiel,100053386566644,#100053386566644,111,106498,"959,4",non
LES ACTIVISTES SÉNÉGALAIS,patriemeresn,490899494986854,#490899494986854,111,106159,"956,4",non
L'Hexatrône,Hexatrone,297808326913346,#297808326913346,111,98475,"887,2",non
Touche pas à Mon Rap,TouchesPasAmonRap,268956829847023,#268956829847023,111,97997,"882,9",non
Paris-Normandie Le Havre,presse.havraise,1431172510431644,#1431172510431644,111,93452,"841,9",non
Musée des Blindés,Museeblindes,258337907654888,#258337907654888,111,90182,"812,5",non
"Ploudal-Portsall, Bretagne",PloudalPortsall,421251361257023,#421251361257023,111,75567,"680,8",non
Les bons plans et astuces de maya,mayahomemade,747553272023942,#747553272023942,111,71495,"644,1",non
Musée Lalique,museelalique,370756536959,#370756536959,111,63354,"570,8",non
Just Louis de Funès,justlouisdefunes,101688286893869,#101688286893869,110,3339426,"30358,4",non
Trisomie 21 MyLaura et son chromosome d'amour,MyLauraT21,100053079024104,#100053079024104,110,3259307,"29630,1",non
Sébastien Loeb,SebLoebOfficiel,100044382791132,#100044382791132,110,910229,"8274,8",non
